Created at [Route Purchase],Price [Route Purchase],Id [Route],Title [Route],Type [Payment],Id [User]
"January 08, 2025 16:58",6.99,1111,A Walk in the Park: City Park New Orleans,InAppPurchase,388620
"January 08, 2025 17:16",14.99,9752,Disneyland to Coastal Bliss: Orange County’s Epic Driving Adventure,CouponRedemptionResellerReply,389351
"January 08, 2025 17:22",11.99,4074,A Stroll through the Heart of Savannah’s Historical District,CouponRedemptionResellerReply,389353
"January 08, 2025 17:31",19.99,9644,New York City’s Glitzy Gilded Age: A Tour with Context ,StripePayment,389354
"January 08, 2025 17:33",2.99,848,Budapest's Essential Party Route,InAppPurchase,389291
"January 08, 2025 17:34",0.0,624,Theatreland Tour with Ian McKellen,FreePayment,389355
"January 08, 2025 17:42",6.99,3076," The Best of Downtown SLO: Mission, Bubblegum Alley and a Tiny Chinatown",CouponRedemptionResellerReply,303247
"January 08, 2025 17:44",14.99,6558,TellBetter: Self-Guided Walking Tour of New York’s Iconic Central Park,InAppPurchase,389133
"January 08, 2025 17:50",5.99,11210,Old Burial Hill - Hocus Pocus Location and Marblehead's Only Accused Witch,CouponRedemptionPaid,378556
"January 08, 2025 17:53",8.99,7825,"Forgotten Stories from the Civil War: A Walking Tour of Mobile, Alabama",StripePayment,389349
"January 08, 2025 18:08",7.99,6970,On the Origins of Charles Darwin: A Shrewsbury Walking Tour,CouponRedemptionResellerReply,389358
"January 08, 2025 18:22",14.99,7779,Secrets of Bryant Park and the New York Public Library: A TellBetter Tour,SwfRedemption,388790
"January 08, 2025 18:33",9.99,8246,The Secrets of the Historical Garden District: A Walking Tour,InAppPurchase,389361
"January 08, 2025 18:45",5.99,1972,Downtown São Paulo,AndroidPayment,325089
"January 08, 2025 19:17",6.99,469,Spanish Steps to Piazza Navona ,StripePayment,387513
"January 08, 2025 19:28",9.99,8246,The Secrets of the Historical Garden District: A Walking Tour,StripePayment,145717
"January 08, 2025 19:40",11.99,6255,"Lake District Driving Tour: A Guide to Scenic Ambleside, Keswick and Ullswater",StripePayment,389367
"January 08, 2025 19:41",0.0,12195,Koç hastanesi - Surlar,FreePayment,388336
"January 08, 2025 19:48",7.99,1460,Classic Sights and Hidden Histories,StripePayment,389368
"January 08, 2025 19:58",9.99,4557,"Downtown Las Vegas: Glitter Gulch, Ghosts and Gangsters",InAppPurchase,389371
"January 08, 2025 20:11",0.0,624,Theatreland Tour with Ian McKellen,FreePayment,320062
"January 08, 2025 20:21",5.99,1889,Cartagena de Indias: Into the Walls of The City,InAppPurchase,180274
"January 08, 2025 21:12",24.99,7227,A Carcassonne Tour: History and Highlights Along its Medieval Walls,CouponRedemptionResellerReply,389377
"January 08, 2025 21:26",7.99,5349,Discovering Cheltenham: The Party Capital of Regency Era England,InAppPurchase,389376
"January 08, 2025 21:54",0.0,10664,Reinventing the Tavern of the Seas: A V&A Waterfront Walking Tour,FreePayment,389381
"January 08, 2025 21:57",9.99,1278,"Chiado to Principe Real: Local History, City Views and Urban Cool",StripePayment,389383
"January 08, 2025 22:08",9.99,3415,Downtown Carmel-by-the-Sea in One Hour Walking Tour,SwfRedemption,388367
"January 08, 2025 22:20",6.99,382,Hengistbury Head - a Walk with Something for Everyone,CouponRedemptionResellerReply,389384
"January 08, 2025 22:30",19.99,8847,History of the Jewish Ghetto in Rome: A Walking Tour with Context,SwfRedemption,387513
"January 08, 2025 22:33",5.99,1113,Cambridge Colleges Audio Guide: From King's to Trinity and St John's,CouponRedemptionResellerReply,389386
"January 08, 2025 22:53",19.99,9481,The Nasrid and Charles V Palaces: An Alhambra Audio Tour with Context,InAppPurchase,294685
"January 08, 2025 22:55",7.99,6527,Wonderful Waikīkī: A Tour of Honolulu‘s Military and Entertainment History,StripePayment,226477
"January 08, 2025 23:24",19.99,10773,San Diego Driving Tour: Must-See Scenic Sights With a San Diego Local,CouponRedemptionResellerReply,389389
"January 08, 2025 23:28",8.99,2738,"A walking tour of Marvellous Melbourne: Birrarung Marr, Block Arcade and beyond",InAppPurchase,299966
"January 08, 2025 23:30",11.99,4492,"Highlights from the historical centre of Coimbra, Portugal’s oldest capital",SwfRedemption,388984
"January 08, 2025 23:31",9.99,10420,Coimbra’s Jewish Heritage: Courage and Resilience in the Medieval Town,StripePayment,388984
"January 08, 2025 23:53",0.0,624,Theatreland Tour with Ian McKellen,FreePayment,389391
"January 08, 2025 23:59",11.99,6704,"Secrets of Sensoji Temple: A Tour of Asakusa’s History, Art and Culture",InAppPurchase,318492
"January 09, 2025 00:00",14.99,6911,"Ronda, Andalucia's 'city of dreams': A walking tour",CouponRedemptionResellerReply,389392
"January 09, 2025 00:09",14.99,6268,Key West’s Old Town Treasures: From the Lighthouse to the Little White House,AndroidPayment,389202
"January 09, 2025 00:34",0.0,5302,Golden Sands and Pristine Seas: A Coronado Beach Walking Tour,FreePayment,389394
"January 09, 2025 01:04",4.99,114,A harbour foreshore walk to Lavender Bay,InAppPurchase,278345
"January 09, 2025 01:15",7.99,3186,Carmel-by-the-Sea: Fairy Tale Houses Walking Tour,CouponRedemptionResellerReply,389397
"January 09, 2025 01:15",7.99,3186,Carmel-by-the-Sea: Fairy Tale Houses Walking Tour,CouponRedemptionResellerReply,389398
"January 09, 2025 01:30",0.0,9707,Between Two Revolutions: A Guide to Marquis de La Fayette’s Paris,FreePayment,297599
"January 09, 2025 01:31",11.99,6736,On the road to gold: A Highway 49 driving tour from Angels Camp to Jamestown,StripePayment,389401
"January 09, 2025 01:31",19.99,10731,The Roman Forum and the Palatine Hill with Context: An Audio Tour,StripePayment,389400
"January 09, 2025 01:49",11.99,6704,"Secrets of Sensoji Temple: A Tour of Asakusa’s History, Art and Culture",StripePayment,389402
"January 09, 2025 02:37",9.99,7721,Uncovering Ubud: Stories and Scenery Along Campuhan Ridge Walk,CouponRedemptionPaid,389405
"January 09, 2025 02:55",19.99,10373,Yosemite National Park via Highway 140 (Español),CouponRedemptionPaid,389407
"January 09, 2025 03:13",3.99,384,Follow the Money: Singapore's Financial District to the Fountain of Wealth,AndroidPayment,389410
"January 09, 2025 03:20",7.99,5795,Beyond the Theme Parks: Orlando’s Historical Highlights,CouponRedemptionResellerReply,389411
"January 09, 2025 03:37",14.99,2028,Cubbon Park Heritage Walk,SwfRedemption,389412
"January 09, 2025 04:16",11.99,9070,"The Best of Downtown Budapest: Politics, Folklore and Urban Legends",InAppPurchase,340976
"January 09, 2025 04:27",4.99,3255,Live Like a Local ,CouponRedemptionResellerReply,389415
"January 09, 2025 04:34",14.99,2028,Cubbon Park Heritage Walk,CouponRedemptionCreditReseller,283028
"January 09, 2025 04:34",0.0,9136,جولة طبيعة وتاريخ العين,FreePayment,389416
"January 09, 2025 04:39",4.99,3255,Live Like a Local ,CouponRedemptionResellerReply,389417
"January 09, 2025 05:19",4.99,8920,Kolmanskop: A Tour of Namibia’s Ghost Town,InAppPurchase,389422
"January 09, 2025 05:51",7.99,9551,"The Kiyomizu-dera Temple: A Complete Guide to its Mysteries, Legends and Rituals",AndroidPayment,389424
"January 09, 2025 06:21",7.99,7427,Victoria Peak Unveiled: A Secret Summit Away From The Crowds,CouponRedemptionPaid,389427
"January 09, 2025 06:35",0.0,3282,Apartheid Museum: A Tour of its Permanent Exhibition,FreePayment,389303
"January 09, 2025 06:43",7.99,4013,"The Best of Gion District: Geishas, Temples and Kabuki",InAppPurchase,389426
"January 09, 2025 06:44",7.99,3910,Fushimi Inari Shrine: An In-Depth Guide,InAppPurchase,389426
"January 09, 2025 06:58",7.99,3233,A Stroll through the layers of Heraklion's Historical Treasures,InAppPurchase,342698
"January 09, 2025 07:35",24.99,7227,A Carcassonne Tour: History and Highlights Along its Medieval Walls,CouponRedemptionResellerReply,389437
"January 09, 2025 07:37",0.0,1095,Cape Point Audio Guide: Lighthouse Walk,FreePayment,389438
"January 09, 2025 07:45",19.99,10993,Introduction to Naples,CouponRedemptionPaid,377666
"January 09, 2025 07:55",7.99,3042,"Embassies, Spirit Houses and Rain Trees: Exploring Bangkok’s Wireless Road",InAppPurchase,389439
"January 09, 2025 07:59",14.99,10431,"Food, Flamenco, and Sherry: Exploring the Flavours of Jerez de la Frontera",InAppPurchase,383847
"January 09, 2025 08:04",7.99,3042,"Embassies, Spirit Houses and Rain Trees: Exploring Bangkok’s Wireless Road",InAppPurchase,389440
"January 09, 2025 08:09",9.99,11627,Uffizi Gallery : a tour of the great masterpieces of the Renaissance,CouponRedemptionPaid,389441
"January 09, 2025 08:18",7.99,9268,Old Town Freiburg: A Tour of Two Towers from Rathaus Square,InAppPurchase,387286
"January 09, 2025 08:35",0.0,3282,Apartheid Museum: A Tour of its Permanent Exhibition,FreePayment,389444
"January 09, 2025 08:35",0.0,1447,Upper Cableway Station Audio Guide: Tabletop Walking Tour,FreePayment,389443
"January 09, 2025 08:39",19.99,10247,Power and Politics: An Amsterdam Audio Tour with Context,StripePayment,389445
"January 09, 2025 09:15",0.0,3282,Apartheid Museum: A Tour of its Permanent Exhibition,FreePayment,389448
"January 09, 2025 09:15",0.0,3282,Apartheid Museum: A Tour of its Permanent Exhibition,FreePayment,389450
"January 09, 2025 09:28",5.99,1113,Cambridge Colleges Audio Guide: From King's to Trinity and St John's,SwfRedemption,388038
"January 09, 2025 09:32",0.0,1447,Upper Cableway Station Audio Guide: Tabletop Walking Tour,FreePayment,389452
"January 09, 2025 09:32",0.0,624,Theatreland Tour with Ian McKellen,FreePayment,389453
"January 09, 2025 09:33",9.99,10005,Palaces and Piazzas: The Highlights of Florence,StripePayment,389454
"January 09, 2025 09:35",11.99,9070,"The Best of Downtown Budapest: Politics, Folklore and Urban Legends",InAppPurchase,383383
"January 09, 2025 09:36",5.99,1113,Cambridge Colleges Audio Guide: From King's to Trinity and St John's,InAppPurchase,389299
"January 09, 2025 09:40",0.0,1446,Lower Cableway Station Audio Guide: In-Queue Entertainment,FreePayment,389452
"January 09, 2025 09:42",0.0,1095,Cape Point Audio Guide: Lighthouse Walk,FreePayment,389452
"January 09, 2025 09:47",7.99,7916,A Malaga Meander: A Guide to the Ancient City’s History,InAppPurchase,389457
"January 09, 2025 09:47",9.99,3351,Montmartre: More than Meets the Eye,InAppPurchase,381172
"January 09, 2025 09:48",0.0,3282,Apartheid Museum: A Tour of its Permanent Exhibition,FreePayment,389458
"January 09, 2025 09:57",5.99,1113,Cambridge Colleges Audio Guide: From King's to Trinity and St John's,CouponRedemptionResellerReply,389460
"January 09, 2025 10:05",9.99,7832,Nice Walking Tour: Historical Highlights from Vieux Nice to Castle Hill,InAppPurchase,389459
"January 09, 2025 10:06",11.99,3852,Historic Krakow: A Journey through the Medieval Old Town and Wawel Castle,AndroidPayment,349597
"January 09, 2025 10:07",9.99,3651,Saint Germain des Prés: an Authentic Paris Neighborhood,InAppPurchase,388139
"January 09, 2025 10:12",19.99,10247,Power and Politics: An Amsterdam Audio Tour with Context,InAppPurchase,389341
"January 09, 2025 10:23",0.0,3282,Apartheid Museum: A Tour of its Permanent Exhibition,FreePayment,389464
"January 09, 2025 10:38",6.99,9652,"Coventry’s Cathedral Quarter: A Tale of Riches, Destruction, and Rebirth",CouponRedemptionResellerReply,297720
"January 09, 2025 10:46",7.99,8174,Manchester Walking Tour: A Guide to England’s First Industrial City,InAppPurchase,388951
"January 09, 2025 10:48",7.99,8174,Manchester Walking Tour: A Guide to England’s First Industrial City,AndroidPayment,386945
"January 09, 2025 10:53",8.99,8056,Gamla Stan Walking Tour: A Guide to Stockholm’s Old City,CouponRedemption,231506
"January 09, 2025 10:59",0.0,3282,Apartheid Museum: A Tour of its Permanent Exhibition,FreePayment,389470
"January 09, 2025 11:01",8.99,174,A Greenwich Tour: Where Time Begins,AndroidPayment,362085
"January 09, 2025 11:03",4.99,3863,The Best of Klagenfurt: A Walk Through the Renaissance Jewel of Carinthia,AndroidPayment,389468
"January 09, 2025 11:07",7.99,8833,Edinburgh’s Dean Village: A Historical Wander along the Water of Leith Walkway,InAppPurchase,243495
"January 09, 2025 11:08",0.0,624,Theatreland Tour with Ian McKellen,FreePayment,389471
"January 09, 2025 11:08",11.99,3762,Historical Zürich: A Walk through the City of a Thousand Fountains,FreePayment,196550
"January 09, 2025 11:08",8.99,2062,The Soul of Alfama,InAppPurchase,387685
"January 09, 2025 11:12",11.99,10218,The Jewish Quarter's Forgotten Stories: A Budapest Walking Tour,InAppPurchase,383383
"January 09, 2025 11:13",0.0,3282,Apartheid Museum: A Tour of its Permanent Exhibition,FreePayment,389473
"January 09, 2025 11:14",0.0,3282,Apartheid Museum: A Tour of its Permanent Exhibition,FreePayment,389474
"January 09, 2025 11:18",7.99,617,Walking the Tremé,FreePayment,380191
"January 09, 2025 11:20",7.99,7916,A Malaga Meander: A Guide to the Ancient City’s History,InAppPurchase,388178
"January 09, 2025 11:27",0.0,3282,Apartheid Museum: A Tour of its Permanent Exhibition,FreePayment,389477
"January 09, 2025 11:28",9.99,6789,600 Years of History and Heritage: A Leuven Walking Tour,CouponRedemptionResellerReply,389478
"January 09, 2025 11:30",9.99,6789,600 Years of History and Heritage: A Leuven Walking Tour,CouponRedemptionResellerReply,389479
"January 09, 2025 11:34",9.99,2943,Île de la Cité: Where Paris Was Born,InAppPurchase,389290
"January 09, 2025 11:36",0.0,624,Theatreland Tour with Ian McKellen,FreePayment,389482
"January 09, 2025 11:45",19.99,9736,"Graffiti, Tags, and Murals: A Lisbon Street Art Tour with Context",InAppPurchase,389483
"January 09, 2025 11:47",14.99,9927,Grand Central Terminal: An Audio Tour of its Secrets and Stories with TellBetter,InAppPurchase,225342
"January 09, 2025 11:47",8.99,3859,The best of Pisa: a sightseeing tour from Tuttomondo to the Leaning Tower,StripePayment,389484
"January 09, 2025 11:48",11.99,7738,"Lake District Landscapes: A Keswick, Borrowdale and Buttermere driving tour",InAppPurchase,389485
"January 09, 2025 11:52",19.99,10731,The Roman Forum and the Palatine Hill with Context: An Audio Tour,SwfRedemption,388911
"January 09, 2025 12:04",11.99,9070,"The Best of Downtown Budapest: Politics, Folklore and Urban Legends",InAppPurchase,389481
"January 09, 2025 12:12",11.99,7578,Barcelona Walking Tour: Landmarks and Legends of El Born and Ciutadella Park,AndroidPayment,388721
"January 09, 2025 12:12",7.99,7916,A Malaga Meander: A Guide to the Ancient City’s History,AndroidPayment,195355
"January 09, 2025 12:12",11.99,7338,Barcelona Walking Tour: El Raval and the Gothic Quarter’s Landmarks and Legends,InAppPurchase,389489
"January 09, 2025 12:18",4.99,799,Dynamic Soho Photography Tour,CouponRedemptionResellerReply,389490
"January 09, 2025 12:30",11.99,6432,Oxford Walking Tour: A Guide to the City of Dreaming Spires,StripePayment,389491
"January 09, 2025 12:34",0.0,3282,Apartheid Museum: A Tour of its Permanent Exhibition,FreePayment,389494
"January 09, 2025 12:35",0.0,3282,Apartheid Museum: A Tour of its Permanent Exhibition,FreePayment,389495
"January 09, 2025 12:38",7.99,11005,Secrets of South Bank: A Stroll around London's Old Port,InAppPurchase,356025
"January 09, 2025 12:38",0.0,3282,Apartheid Museum: A Tour of its Permanent Exhibition,FreePayment,389496
"January 09, 2025 12:49",0.0,1351,Vineyard Audio Guide: Deep Roots and Trade Routes,FreePayment,389497
"January 09, 2025 12:50",0.0,1402,Museum Audio Guide: Home to South African Wine,FreePayment,389497
"January 09, 2025 12:50",0.0,1403,Cellar Audio Guide: From Berry to Barrel to Bottle,FreePayment,389497
"January 09, 2025 12:54",14.99,11011,Living Gluten Free: A Tour through New York’s Central Park,StripePayment,389498
"January 09, 2025 12:56",4.99,28,Kirstenbosch Walking Tour,CouponRedemptionResellerReply,389486
"January 09, 2025 13:10",7.99,4183,The Best of Bristol: A Guide to the Old City and its Brilliant Pubs,InAppPurchase,134548
"January 09, 2025 13:33",7.99,1460,Classic Sights and Hidden Histories,StripePayment,389504
"January 09, 2025 13:54",8.99,3698,Finance and nobility in Genoa's golden age,AndroidPayment,359981
"January 09, 2025 14:07",0.0,3282,Apartheid Museum: A Tour of its Permanent Exhibition,FreePayment,389507
"January 09, 2025 14:16",8.99,4016,"Hyde Park and Kensington Gardens: Royalty, Relaxation and Rebellion",InAppPurchase,340493
"January 09, 2025 14:28",5.99,1312,The Dark Shadows of the Old Town (Ghosts of Prague),AndroidPayment,388133
"January 09, 2025 14:40",5.99,10255,"Dwarfs, Ghosts and Beer: A Guide to Wrocław’s Old Town",CouponRedemptionResellerReply,389513
"January 09, 2025 14:50",8.99,2023,Lisbon: The Age of Discovery,InAppPurchase,197054
"January 09, 2025 14:50",8.99,8056,Gamla Stan Walking Tour: A Guide to Stockholm’s Old City,CouponRedemption,389462
"January 09, 2025 14:51",8.99,8056,Gamla Stan Walking Tour: A Guide to Stockholm’s Old City,CouponRedemption,389514
"January 09, 2025 14:53",0.0,1402,Museum Audio Guide: Home to South African Wine,FreePayment,388941
"January 09, 2025 14:55",0.0,1403,Cellar Audio Guide: From Berry to Barrel to Bottle,FreePayment,388941
"January 09, 2025 14:55",0.0,1351,Vineyard Audio Guide: Deep Roots and Trade Routes,FreePayment,388941
"January 09, 2025 15:00",0.0,150,Spier History: Sannie’s Story,FreePayment,388941
"January 09, 2025 15:03",0.0,1446,Lower Cableway Station Audio Guide: In-Queue Entertainment,FreePayment,389515
"January 09, 2025 15:05",0.0,1447,Upper Cableway Station Audio Guide: Tabletop Walking Tour,FreePayment,389515
"January 09, 2025 15:08",0.0,10664,Reinventing the Tavern of the Seas: A V&A Waterfront Walking Tour,FreePayment,389515
"January 09, 2025 15:10",0.0,1403,Cellar Audio Guide: From Berry to Barrel to Bottle,FreePayment,389515
"January 09, 2025 15:11",0.0,1351,Vineyard Audio Guide: Deep Roots and Trade Routes,FreePayment,389515
"January 09, 2025 15:13",0.0,1402,Museum Audio Guide: Home to South African Wine,FreePayment,389515
"January 09, 2025 15:16",9.99,5500,A Walk through Historic Savannah: Johnson Square to Independent Presbyterian,InAppPurchase,389516
"January 09, 2025 15:23",0.0,624,Theatreland Tour with Ian McKellen,FreePayment,389502
"January 09, 2025 15:35",11.99,8021,In the footsteps of Franz Kafka: A Prague Walking Tour,SwfRedemption,388741
"January 09, 2025 15:37",9.99,8476,The Jewel of the Roman Renaissance: A St Peter’s Basilica Audio Guide,SwfRedemption,387513
"January 09, 2025 15:38",14.99,6268,Key West’s Old Town Treasures: From the Lighthouse to the Little White House,CouponRedemptionResellerReply,389519
"January 09, 2025 15:56",0.0,624,Theatreland Tour with Ian McKellen,FreePayment,389521
"January 09, 2025 16:03",11.99,7556,Enchanting Granada: A Walking Tour of the Historical Centre and Lower Albaicín,CouponRedemptionResellerReply,389331
"January 09, 2025 16:28",5.99,6561,Alghero Walking Tour: A Guide to its Old Town and Catalan Treasures,InAppPurchase,293697
"January 09, 2025 16:36",6.99,11444,London’s Little Venice: A Walking Tour Along Regent’s Canal,InAppPurchase,308403
"January 09, 2025 16:37",7.99,10586,Temples and Dragons: A Walking Tour of Hanoi’s Hoàn Kiếm Lake and its History,InAppPurchase,82618
"January 09, 2025 16:40",0.0,11500,Yosemite Valley Loop Hike (Italian),CouponRedemptionPaid,389526
"January 09, 2025 16:53",9.99,9448,The French Quarter: A Guide to its 300 Years of History,InAppPurchase,389528
"January 09, 2025 16:56",0.0,2258,Walk The Spier Farm: Wine Tasting Room,FreePayment,389529
"January 09, 2025 16:56",0.0,150,Spier History: Sannie’s Story,FreePayment,389529
"January 09, 2025 16:57",0.0,358,Walk the Spier Farm: Hotel,FreePayment,389529
"January 09, 2025 16:58",0.0,2262,Spier Art Walk: Hotel ,FreePayment,389529
"January 09, 2025 16:59",0.0,1447,Upper Cableway Station Audio Guide: Tabletop Walking Tour,FreePayment,389529
"January 09, 2025 17:34",7.99,9199,Quintessential Quedlinburg: A Tour around its UNESCO Timber-Framed Houses,AndroidPayment,265882
"January 09, 2025 17:45",4.99,3255,Live Like a Local ,CouponRedemptionResellerReply,389535
"January 09, 2025 17:48",9.99,7420,17 Mile Drive Tour: A Guide to Pebble Beach’s Historical Highlights,InAppPurchase,131990
"January 09, 2025 17:52",9.99,3312,Carmel-by-the-Sea: Scenic Road Walking Tour,InAppPurchase,388367
"January 09, 2025 18:08",7.99,4183,The Best of Bristol: A Guide to the Old City and its Brilliant Pubs,CouponRedemptionResellerReply,389538
"January 09, 2025 18:10",6.99,3647,Essential Seville Walking Tour,InAppPurchase,389537
"January 09, 2025 18:19",8.99,4845,Castelo de São Jorge and Bairro do Castelo: A Lisbon Walking Tour,SwfRedemption,280547
"January 09, 2025 18:29",11.99,10259,Buda’s Castle District: A Walking Tour Through Budapest’s Bastion of Folklore,AndroidPayment,290573
"January 09, 2025 18:45",0.0,624,Theatreland Tour with Ian McKellen,FreePayment,385882
"January 09, 2025 18:47",14.99,10044,A City Under Attack: A Guide to St Augustine’s Twisted History,StripePayment,389166
"January 09, 2025 18:54",11.99,5090,Lake Tahoe Driving Tour: From Incline Village to South Lake Tahoe,CouponRedemptionResellerReply,389543
"January 09, 2025 19:27",7.99,5535,A Walk through Historic Savannah: From Chippewa Square to Forsyth Park,InAppPurchase,389516
"January 09, 2025 19:27",9.99,4098,Discover Galway's city centre from the Medieval Quarter to the River Corrib,CouponRedemptionResellerReply,389545
"January 09, 2025 19:38",0.0,3282,Apartheid Museum: A Tour of its Permanent Exhibition,FreePayment,389546
"January 09, 2025 19:53",2.99,66,Heart of Colonial Buenos Aires,InAppPurchase,208815
"January 09, 2025 20:00",11.99,6649,California’s Gold Rush: A Highway 49 Driving Tour From Auburn to Placerville,CouponRedemptionResellerReply,389548
"January 09, 2025 20:14",9.99,6930,The Town Too Tough to Die: A Tombstone Walking Tour,CouponRedemptionResellerReply,389550
"January 09, 2025 20:19",0.0,1447,Upper Cableway Station Audio Guide: Tabletop Walking Tour,FreePayment,389552
"January 09, 2025 20:20",4.99,5660,Quartzsite’s Camels: An Arizona Sculpture Tour,InAppPurchase,389551
"January 09, 2025 20:21",0.0,1446,Lower Cableway Station Audio Guide: In-Queue Entertainment,FreePayment,389552
"January 09, 2025 20:26",9.99,9448,The French Quarter: A Guide to its 300 Years of History,CouponRedemptionResellerReply,389553
"January 09, 2025 20:38",9.99,4315,Tram 28’s Final Destination: Prazeres Cemetery,CouponRedemptionResellerReply,389555
"January 09, 2025 20:54",9.99,8246,The Secrets of the Historical Garden District: A Walking Tour,StripePayment,389558
"January 09, 2025 21:27",11.99,8379,Old Sacramento Tour: A Guide to its Historic District and Waterfront,CouponRedemptionResellerReply,389561
"January 09, 2025 21:29",0.0,624,Theatreland Tour with Ian McKellen,FreePayment,389564
"January 09, 2025 21:30",11.99,8379,Old Sacramento Tour: A Guide to its Historic District and Waterfront,CouponRedemptionResellerReply,389565
"January 09, 2025 21:35",0.0,624,Theatreland Tour with Ian McKellen,FreePayment,389563
"January 09, 2025 21:37",6.99,4435,Geneva’s Left Bank: From the Flower Clock to the Escalade Fountain,StripePayment,317016
"January 09, 2025 21:37",9.99,4976,Unveiling Geneva's Timeless Charms: A Journey Through Old Town's Rich History,StripePayment,317016
"January 09, 2025 21:37",6.99,3768,A Lakeside Stroll from Brunswick Monument to the Botanical Garden,StripePayment,317016
"January 09, 2025 21:37",6.99,5109,A Stroll Through Carouge: Geneva's Little Italy,StripePayment,317016
"January 09, 2025 21:43",8.99,2738,"A walking tour of Marvellous Melbourne: Birrarung Marr, Block Arcade and beyond",StripePayment,389567
"January 09, 2025 21:44",7.99,4001,The Best of Milan: Explore the City’s Secrets,StripePayment,317016
"January 09, 2025 21:48",11.99,8456,"Beautiful Bern: A Guide to the Old Town’s Fountains, Clocktowers, and Legends",StripePayment,317016
"January 09, 2025 21:49",11.99,5586,The Best of Basel: A Guide to the City’s Highlights and Hidden Treasures,StripePayment,317016
"January 09, 2025 21:54",9.99,3351,Montmartre: More than Meets the Eye,InAppPurchase,245678
"January 09, 2025 21:57",8.99,3095,The Left Bank's Most Elegant Park: Exploring The Luxembourg Garden,InAppPurchase,245678
"January 09, 2025 21:57",8.99,4596,The Tuileries Garden: The Royal Walk from the Louvre to the Champs-Elysées,InAppPurchase,245678
"January 09, 2025 21:57",8.99,4415,The Champs-Elysées: From Place de la Concorde to the Arc de Triomphe,InAppPurchase,245678
"January 09, 2025 22:11",11.99,4074,A Stroll through the Heart of Savannah’s Historical District,InAppPurchase,135182
"January 09, 2025 22:36",8.99,4927,Haunted Chester: A Spooky Stroll around the Roman-Walled City,CouponRedemptionResellerReply,389574
"January 09, 2025 23:14",11.99,6704,"Secrets of Sensoji Temple: A Tour of Asakusa’s History, Art and Culture",CouponRedemptionPaid,30986
"January 09, 2025 23:35",9.99,7456,Art and Architecture in Silicon Valley: A Stanford University Tour,InAppPurchase,389577
"January 09, 2025 23:42",11.99,8379,Old Sacramento Tour: A Guide to its Historic District and Waterfront,SwfRedemption,389576
"January 09, 2025 23:47",7.99,6530,Waikīkī Walking Tour: The Sands of Kakuhihewa and Hawaiian Royalty,AndroidPayment,193906
"January 09, 2025 23:48",8.99,2738,"A walking tour of Marvellous Melbourne: Birrarung Marr, Block Arcade and beyond",CouponRedemptionResellerReply,389578
"January 10, 2025 00:20",5.99,8030,Flavors of Fisherman’s Wharf: A Walking Tour from Pier 39 to Ghirardelli Square,InAppPurchase,389522
"January 10, 2025 00:42",4.99,6638,"German Pretzels, Pubs and Beer: A Downtown Leavenworth Tour",AndroidPayment,386824
"January 10, 2025 00:53",7.99,3910,Fushimi Inari Shrine: An In-Depth Guide,AndroidPayment,389424
"January 10, 2025 01:23",9.99,9501,History and Architecture: A Tokyo Walking Tour with Context,AndroidPayment,389583
"January 10, 2025 01:23",4.99,3255,Live Like a Local ,InAppPurchase,389585
"January 10, 2025 01:26",9.99,9501,History and Architecture: A Tokyo Walking Tour with Context,InAppPurchase,389587
"January 10, 2025 02:07",5.99,762,The History of Trade in Singapore - from Chinatown to Boat Quay,InAppPurchase,389589
"January 10, 2025 02:33",4.99,5382,Below the Surface: a walking tour at Lake Tahoe,InAppPurchase,389591
"January 10, 2025 02:53",19.99,10373,Yosemite National Park via Highway 140 (Español),CouponRedemptionPaid,389595
"January 10, 2025 03:02",7.99,4013,"The Best of Gion District: Geishas, Temples and Kabuki",InAppPurchase,389596
"January 10, 2025 03:02",7.99,4013,"The Best of Gion District: Geishas, Temples and Kabuki",InAppPurchase,389594
"January 10, 2025 03:16",8.99,2738,"A walking tour of Marvellous Melbourne: Birrarung Marr, Block Arcade and beyond",InAppPurchase,389598
"January 10, 2025 03:43",6.99,368,The Stories and Histories Across the Singapore River,InAppPurchase,389589
"January 10, 2025 04:14",9.99,11484,Paris through the Ages: A Walking Tour from Notre Dame to Pont de la Concorde,AndroidPayment,389601
"January 10, 2025 04:28",8.99,2738,"A walking tour of Marvellous Melbourne: Birrarung Marr, Block Arcade and beyond",InAppPurchase,389606
"January 10, 2025 04:34",11.99,5090,Lake Tahoe Driving Tour: From Incline Village to South Lake Tahoe,StripePayment,389607
"January 10, 2025 05:00",14.99,7674,Boston Walking Tour: A Guide to All 16  Freedom Trail Sites,CouponRedemptionResellerReply,389609
"January 10, 2025 05:40",9.99,11101,Run the Ghost Tubes ,CouponRedemptionPaid,388805
"January 10, 2025 05:55",8.99,10160,"Hidden Antwerp Walking Tour: Half a Century of History, Art and Fashion",InAppPurchase,362864
"January 10, 2025 05:57",9.99,11129,From Palaces to Parliament: A Tour of The Hague’s Historical Center,InAppPurchase,362864
"January 10, 2025 06:09",4.99,3255,Live Like a Local ,InAppPurchase,389598
"January 10, 2025 06:12",2.99,2630,Art Deco & Gothic Architecture of Mumbai,CouponRedemptionResellerReply,389611
"January 10, 2025 06:15",11.99,7058,Sitges Walking Tour: From a Roman Village to a Resort Town,SwfRedemption,125883
"January 10, 2025 06:17",19.99,9542,Catalan Culture with Context: A Guide to Barcelona’s Gràcia District,SwfRedemption,125883
